"";"comuna";"cut_comuna";"año";"variable";"cifra"
"1119";"CONCÓN";"5103";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";0,72
"1120";"CONCÓN";"5103";2019;"Porcentaje de equipamiento crítico expuesto a inundación por tsunami";0
"1121";"CONCÓN";"5103";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";0
"1122";"CONCÓN";"5103";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";52,72
"1123";"CONCÓN";"5103";2019;"Porcentaje de la población en situación de pobreza multidimensional";17,13
"1124";"CONCÓN";"5103";2019;"Porcentaje de la población en situación de pobreza por ingresos";2,42
"1125";"CONCÓN";"5103";2020;"Porcentaje de la superficie cubierta por vegetación densa";1,34
"1126";"CONCÓN";"5103";2022;"Porcentaje de la superficie de campamentos respecto del área urbana";0,0401344995178966
"1127";"CONCÓN";"5103";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";34,66
"1128";"CONCÓN";"5103";2022;"Porcentaje de participación en las elecciones municipales por comuna";57,2910063642587
"1129";"CONCÓN";"5103";2019;"Porcentaje de población atendida por el sistema de parques públicos";99,9
"1130";"CONCÓN";"5103";2019;"Porcentaje de población atendida por el sistema de plazas públicas";72,58
"1131";"CONCÓN";"5103";2018;"Porcentaje de población expuesta a inundación por tsunami";1,41
"1132";"CONCÓN";"5103";2022;"Porcentaje de residuos municipales valorizados";0,688129873902575
"1133";"CONCÓN";"5103";2018;"Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables";28,5714285714286
"1134";"CONCÓN";"5103";2021;"Porcentaje de viajes originados  inferiores a 5 kilómetros";63,9694212496018
"1135";"CONCÓN";"5103";2018;"Porcentaje de viviendas con situación de allegamiento externo";1,49
"1136";"CONCÓN";"5103";2018;"Porcentaje de viviendas en situación de hacinamiento";4,41
"1137";"CONCÓN";"5103";2018;"Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos";9,77
"1138";"CONCÓN";"5103";2022;"Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales";1,18610312015933
"1139";"CONCÓN";"5103";2019;"Promedio de intersecciones relevantes cada 1,44 km²";15,1
"1140";"CONCÓN";"5103";2019;"Proporción de viajes con una duración mayor o igual a 45 minutos";14,92
"1141";"CONCÓN";"5103";2019;"Proporción de viajes de estudio y trabajo con una duración mayor o igual a 45 minutos";24,29
"1142";"CONCÓN";"5103";2019;"Proporción de viajes totales en transporte privado con una duración mayor o igual a 45 minutos";10,68
"1143";"CONCÓN";"5103";2019;"Proporción de viajes totales en transporte público con una duración mayor o igual a 45 minutos";43,37
"1144";"CONCÓN";"5103";2020;"Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica";1,05
"1145";"CONCÓN";"5103";2019;"Relación entre el tiempo de viaje en hora punta respecto del tiempo de viaje fuera de hora punta";0,9
"1146";"CONCÓN";"5103";2018;"Requerimiento de viviendas nuevas urbanas";545
"1147";"CONCÓN";"5103";2018;"Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros)";7,6
"1148";"CONCÓN";"5103";2018;"Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)";6,1
"1149";"CONCÓN";"5103";2018;"Superficie de áreas verdes públicas por habitante";11,98
"1150";"CONCÓN";"5103";2021;"Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares";713,235294117647
"1151";"CONCÓN";"5103";2021;"Tasa de conexiones residenciales fijas de internet por cada 100 habitantes";33,9824188105831
"1152";"CONCÓN";"5103";2022;"Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes";204,896277894558
"1153";"CONCÓN";"5103";2022;"Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes";58,1778032571077
"1154";"CONCÓN";"5103";2022;"Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes";65,6092744760813
"1155";"CONCÓN";"5103";2018;"Tiempo de viaje en hora punta mañana";45
"1156";"CONCÓN";"5103";2018;"Tiempo de viaje en transporte público en hora punta mañana";60
"1157";"CONCÓN";"5103";2018;"Índice de segregación de la población vulnerable";0,455266744569062
"1158";"CONSTITUCIÓN";"7102";2018;"Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes";6,45
"1159";"CONSTITUCIÓN";"7102";2019;"Cantidad de luminarias cada 50 metros lineales de red vial";0
"1160";"CONSTITUCIÓN";"7102";2022;"Cantidad de residuos eliminados con disposición final per cápita";1,00227565230895
"1161";"CONSTITUCIÓN";"7102";2021;"Consumo de energía eléctrica per cápita no residencial";616,771508944313
"1162";"CONSTITUCIÓN";"7102";2021;"Consumo de energía eléctrica per cápita residencial";675,398641019038
"1163";"CONSTITUCIÓN";"7102";2022;"Densidad de hogares en campamentos";22,4920802534319
"1164";"CONSTITUCIÓN";"7102";2018;"Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos";0
"1165";"CONSTITUCIÓN";"7102";2020;"Distancia a centros de salud primaria";1073,29
"1166";"CONSTITUCIÓN";"7102";2020;"Distancia a establecimientos de educación básica";647,3
"1167";"CONSTITUCIÓN";"7102";2020;"Distancia a establecimientos de educación inicial";521,92
"1168";"CONSTITUCIÓN";"7102";2019;"Distancia a parques públicos";1925,222216
"1169";"CONSTITUCIÓN";"7102";2019;"Distancia a plazas públicas";635,013019
"1170";"CONSTITUCIÓN";"7102";2018;"Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros";1474
"1171";"CONSTITUCIÓN";"7102";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";25,29719968
"1172";"CONSTITUCIÓN";"7102";2021;"Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes";217,912399215515
"1173";"CONSTITUCIÓN";"7102";2021;"Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes";9,9051090552507
"1174";"CONSTITUCIÓN";"7102";2022;"Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)";63,2270317561542
"1175";"CONSTITUCIÓN";"7102";2020;"Porcentaje de  la superficie cubierta por vegetación total";44,49
"1176";"CONSTITUCIÓN";"7102";2022;"Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios";0,125708141729012
"1177";"CONSTITUCIÓN";"7102";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";0,47
"1178";"CONSTITUCIÓN";"7102";2019;"Porcentaje de equipamiento crítico expuesto a inundación por tsunami";51,11
"1179";"CONSTITUCIÓN";"7102";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";0
"1180";"CONSTITUCIÓN";"7102";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";10,14
"1181";"CONSTITUCIÓN";"7102";2019;"Porcentaje de la población en situación de pobreza multidimensional";20,84
"1182";"CONSTITUCIÓN";"7102";2019;"Porcentaje de la población en situación de pobreza por ingresos";7,54
"1183";"CONSTITUCIÓN";"7102";2020;"Porcentaje de la superficie cubierta por vegetación densa";1,88
"1184";"CONSTITUCIÓN";"7102";2022;"Porcentaje de la superficie de campamentos respecto del área urbana";0,238884625964587
"1185";"CONSTITUCIÓN";"7102";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";16,85
"1186";"CONSTITUCIÓN";"7102";2022;"Porcentaje de participación en las elecciones municipales por comuna";45,05
"1187";"CONSTITUCIÓN";"7102";2019;"Porcentaje de población atendida por el sistema de parques públicos";89,52
"1188";"CONSTITUCIÓN";"7102";2019;"Porcentaje de población atendida por el sistema de plazas públicas";30,23
"1189";"CONSTITUCIÓN";"7102";2018;"Porcentaje de población atendida por la red de ciclovías";10,08
"1190";"CONSTITUCIÓN";"7102";2018;"Porcentaje de población expuesta a inundación por tsunami";14,47
"1191";"CONSTITUCIÓN";"7102";2022;"Porcentaje de residuos municipales valorizados";0
"1192";"CONSTITUCIÓN";"7102";2018;"Porcentaje de viviendas con situación de allegamiento externo";0,95
"1193";"CONSTITUCIÓN";"7102";2018;"Porcentaje de viviendas en situación de hacinamiento";5,78
"1194";"CONSTITUCIÓN";"7102";2018;"Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos";13,78
"1195";"CONSTITUCIÓN";"7102";2022;"Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales";0,155382907880133
"1196";"CONSTITUCIÓN";"7102";2019;"Promedio de intersecciones relevantes cada 1,44 km²";5,09
"1197";"CONSTITUCIÓN";"7102";2020;"Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica";1,22
"1198";"CONSTITUCIÓN";"7102";2018;"Requerimiento de viviendas nuevas urbanas";491
"1199";"CONSTITUCIÓN";"7102";2018;"Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros)";3,23
"1200";"CONSTITUCIÓN";"7102";2018;"Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)";5,32
"1201";"CONSTITUCIÓN";"7102";2018;"Superficie de áreas verdes públicas por habitante";4,54
"1202";"CONSTITUCIÓN";"7102";2021;"Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares";365,561635017702
"1203";"CONSTITUCIÓN";"7102";2021;"Tasa de conexiones residenciales fijas de internet por cada 100 habitantes";11,2502228649537
"1204";"CONSTITUCIÓN";"7102";2022;"Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes";97,1373177438819
"1205";"CONSTITUCIÓN";"7102";2022;"Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes";64,296595247987
"1206";"CONSTITUCIÓN";"7102";2022;"Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes";52,6242902645063
"1207";"COPIAPÓ";"3101";2018;"Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes";15,06
"1208";"COPIAPÓ";"3101";2022;"Cantidad de residuos eliminados con disposición final per cápita";1,07257046355327
"1209";"COPIAPÓ";"3101";2021;"Consumo de energía eléctrica per cápita no residencial";402,15300745153
"1210";"COPIAPÓ";"3101";2021;"Consumo de energía eléctrica per cápita residencial";658,363058648335
"1211";"COPIAPÓ";"3101";2022;"Densidad de hogares en campamentos";33,5587342869528
"1212";"COPIAPÓ";"3101";2018;"Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos";0
"1213";"COPIAPÓ";"3101";2020;"Distancia a centros de salud primaria";1270,29
"1214";"COPIAPÓ";"3101";2020;"Distancia a establecimientos de educación básica";671,99
"1215";"COPIAPÓ";"3101";2020;"Distancia a establecimientos de educación inicial";465,09
"1216";"COPIAPÓ";"3101";2018;"Distancia a paraderos de transporte público mayor";285
"1217";"COPIAPÓ";"3101";2019;"Distancia a parques públicos";1812,946787
"1218";"COPIAPÓ";"3101";2019;"Distancia a plazas públicas";243,926216
"1219";"COPIAPÓ";"3101";2018;"Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros";1866
"1220";"COPIAPÓ";"3101";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";15,17175391
"1221";"COPIAPÓ";"3101";2021;"Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes";139,680120979146
"1222";"COPIAPÓ";"3101";2021;"Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes";8,65785873837683
"1223";"COPIAPÓ";"3101";2022;"Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)";37,7468590835833
"1224";"COPIAPÓ";"3101";2019;"Partición modal del transporte público (número de viajes en transporte público respecto al número total de viajes)";29,2
"1225";"COPIAPÓ";"3101";2019;"Partición modal del transporte sustentable (suma de viajes en transporte público, caminata y bicicleta respecto al número total de viajes)";61
"1226";"COPIAPÓ";"3101";2020;"Población estimada de migrantes internacionales por comuna";13380
"1227";"COPIAPÓ";"3101";2020;"Porcentaje de  la superficie cubierta por vegetación total";14,04
"1228";"COPIAPÓ";"3101";2022;"Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios";0,479807125114778
"1229";"COPIAPÓ";"3101";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";5,38
"1230";"COPIAPÓ";"3101";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";0,28
"1231";"COPIAPÓ";"3101";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";25,54
"1232";"COPIAPÓ";"3101";2019;"Porcentaje de la población en situación de pobreza multidimensional";23,33
"1233";"COPIAPÓ";"3101";2019;"Porcentaje de la población en situación de pobreza por ingresos";6,26
"1234";"COPIAPÓ";"3101";2020;"Porcentaje de la superficie cubierta por vegetación densa";0,29
"1235";"COPIAPÓ";"3101";2022;"Porcentaje de la superficie de campamentos respecto del área urbana";3,10036127331803
"1236";"COPIAPÓ";"3101";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";72
"1237";"COPIAPÓ";"3101";2022;"Porcentaje de participación en las elecciones municipales por comuna";36,1304477587862
"1238";"COPIAPÓ";"3101";2019;"Porcentaje de población atendida por el sistema de parques públicos";86,97
"1239";"COPIAPÓ";"3101";2019;"Porcentaje de población atendida por el sistema de plazas públicas";84,82
"1240";"COPIAPÓ";"3101";2018;"Porcentaje de población atendida por la red de ciclovías";71,27
"1241";"COPIAPÓ";"3101";2022;"Porcentaje de residuos municipales valorizados";0
"1242";"COPIAPÓ";"3101";2018;"Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables";36,8421052631579
"1243";"COPIAPÓ";"3101";2021;"Porcentaje de viajes originados  inferiores a 5 kilómetros";86,8162700693001
"1244";"COPIAPÓ";"3101";2018;"Porcentaje de viviendas con situación de allegamiento externo";2,37
"1245";"COPIAPÓ";"3101";2018;"Porcentaje de viviendas en situación de hacinamiento";7,76
"1246";"COPIAPÓ";"3101";2018;"Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos";16,45
"1247";"COPIAPÓ";"3101";2022;"Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales";1,44222182532595
"1248";"COPIAPÓ";"3101";2019;"Porcentaje de zonas típicas con lineamientos de intervención aprobados";0
"1249";"COPIAPÓ";"3101";2019;"Porcentaje de zonas típicas con lineamientos de intervención en desarrollo";0
"1250";"COPIAPÓ";"3101";2019;"Promedio de intersecciones relevantes cada 1,44 km²";23,5
"1251";"COPIAPÓ";"3101";2019;"Proporción de viajes con una duración mayor o igual a 45 minutos";6,65
"1252";"COPIAPÓ";"3101";2019;"Proporción de viajes de estudio y trabajo con una duración mayor o igual a 45 minutos";8,88
"1253";"COPIAPÓ";"3101";2019;"Proporción de viajes totales en transporte privado con una duración mayor o igual a 45 minutos";5,78
"1254";"COPIAPÓ";"3101";2019;"Proporción de viajes totales en transporte público con una duración mayor o igual a 45 minutos";11,1
"1255";"COPIAPÓ";"3101";2020;"Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica";1,29
"1256";"COPIAPÓ";"3101";2019;"Relación entre el tiempo de viaje en hora punta respecto del tiempo de viaje fuera de hora punta";1,17
"1257";"COPIAPÓ";"3101";2018;"Requerimiento de viviendas nuevas urbanas";3609
"1258";"COPIAPÓ";"3101";2018;"Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros)";2,19
"1259";"COPIAPÓ";"3101";2018;"Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)";3,92
"1260";"COPIAPÓ";"3101";2018;"Superficie de áreas verdes públicas por habitante";5,22
"1261";"COPIAPÓ";"3101";2021;"Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares";676,083709715149
"1262";"COPIAPÓ";"3101";2021;"Tasa de conexiones residenciales fijas de internet por cada 100 habitantes";21,6862045678863
"1263";"COPIAPÓ";"3101";2022;"Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes";161,896402365913
"1264";"COPIAPÓ";"3101";2022;"Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes";72,9738567715953
"1265";"COPIAPÓ";"3101";2022;"Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes";111,755560527569
"1266";"COPIAPÓ";"3101";2018;"Tiempo de viaje en hora punta mañana";35
"1267";"COPIAPÓ";"3101";2018;"Tiempo de viaje en transporte público en hora punta mañana";45
"1268";"COPIAPÓ";"3101";2018;"Índice de segregación de la población vulnerable";0,490914059223854
"1269";"COQUIMBO";"4102";2018;"Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes";7,25
"1270";"COQUIMBO";"4102";2022;"Cantidad de residuos eliminados con disposición final per cápita";1,24222100982973
"1271";"COQUIMBO";"4102";2021;"Consumo de energía eléctrica per cápita no residencial";397,921947511755
"1272";"COQUIMBO";"4102";2021;"Consumo de energía eléctrica per cápita residencial";690,898789584853
"1273";"COQUIMBO";"4102";2022;"Densidad de hogares en campamentos";24,5689655172414
"1274";"COQUIMBO";"4102";2018;"Densidad de oferta planificada de transporte público mayor en periodo punta mañana, por persona";3,68
"1275";"COQUIMBO";"4102";2018;"Densidad de oferta planificada de transporte público menor en periodo punta mañana, por persona";2,5
"1276";"COQUIMBO";"4102";2018;"Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos";0,01
"1277";"COQUIMBO";"4102";2020;"Distancia a centros de salud primaria";1500,41
"1278";"COQUIMBO";"4102";2020;"Distancia a establecimientos de educación básica";643,05
"1279";"COQUIMBO";"4102";2020;"Distancia a establecimientos de educación inicial";422,76
"1280";"COQUIMBO";"4102";2018;"Distancia a paraderos de transporte público mayor";294
"1281";"COQUIMBO";"4102";2019;"Distancia a parques públicos";2781,07158
"1282";"COQUIMBO";"4102";2019;"Distancia a plazas públicas";266,586311
"1283";"COQUIMBO";"4102";2018;"Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros";1401
"1284";"COQUIMBO";"4102";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";10,32816416
"1285";"COQUIMBO";"4102";2021;"Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes";223,443629182884
"1286";"COQUIMBO";"4102";2021;"Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes";10,3127828853639
"1287";"COQUIMBO";"4102";2022;"Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)";46,1730050121572
"1288";"COQUIMBO";"4102";2019;"Partición modal del transporte público (número de viajes en transporte público respecto al número total de viajes)";27,7
"1289";"COQUIMBO";"4102";2019;"Partición modal del transporte sustentable (suma de viajes en transporte público, caminata y bicicleta respecto al número total de viajes)";71,02
"1290";"COQUIMBO";"4102";2020;"Población estimada de migrantes internacionales por comuna";11844
"1291";"COQUIMBO";"4102";2020;"Porcentaje de  la superficie cubierta por vegetación total";16,8
"1292";"COQUIMBO";"4102";2022;"Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios";0,0438824361336612
"1293";"COQUIMBO";"4102";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";1,89
"1294";"COQUIMBO";"4102";2019;"Porcentaje de equipamiento crítico expuesto a inundación por tsunami";2,23
"1295";"COQUIMBO";"4102";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";0,22
"1296";"COQUIMBO";"4102";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";17,19
"1297";"COQUIMBO";"4102";2019;"Porcentaje de la población en situación de pobreza multidimensional";18,03
"1298";"COQUIMBO";"4102";2019;"Porcentaje de la población en situación de pobreza por ingresos";13,41
"1299";"COQUIMBO";"4102";2020;"Porcentaje de la superficie cubierta por vegetación densa";0,31
"1300";"COQUIMBO";"4102";2022;"Porcentaje de la superficie de campamentos respecto del área urbana";0,355603364279089
"1301";"COQUIMBO";"4102";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";52,8
"1302";"COQUIMBO";"4102";2022;"Porcentaje de participación en las elecciones municipales por comuna";38,4756991194729
"1303";"COQUIMBO";"4102";2019;"Porcentaje de personas potencialmente expuestas a niveles de ruido diurno inaceptables (Ld > 65 dBA OCDE)";3,93
"1304";"COQUIMBO";"4102";2019;"Porcentaje de personas potencialmente expuestas a niveles de ruido nocturno inaceptables (Ln > 55 dBA OCDE)";7,71
"1305";"COQUIMBO";"4102";2019;"Porcentaje de población atendida por el sistema de parques públicos";52,89
"1306";"COQUIMBO";"4102";2019;"Porcentaje de población atendida por el sistema de plazas públicas";79,53
"1307";"COQUIMBO";"4102";2018;"Porcentaje de población atendida por la red de ciclovías";18,68
"1308";"COQUIMBO";"4102";2018;"Porcentaje de población expuesta a inundación por tsunami";2,76
"1309";"COQUIMBO";"4102";2022;"Porcentaje de residuos municipales valorizados";1,15967381241293
"1310";"COQUIMBO";"4102";2018;"Porcentaje de unidades vecinales de la comuna que tienen entre 20% y 60% de hogares vulnerables";29,6296296296296
"1311";"COQUIMBO";"4102";2021;"Porcentaje de viajes originados  inferiores a 5 kilómetros";76,0539559487322
"1312";"COQUIMBO";"4102";2018;"Porcentaje de viviendas con situación de allegamiento externo";1,73
"1313";"COQUIMBO";"4102";2018;"Porcentaje de viviendas en situación de hacinamiento";6,17
"1314";"COQUIMBO";"4102";2018;"Porcentaje de viviendas particulares que requieren mejoras de materialidad y/o servicios básicos";13,14
"1315";"COQUIMBO";"4102";2022;"Porcentaje de votantes de nacionalidad extranjera en las elecciones municipales";0,506325193936485
"1316";"COQUIMBO";"4102";2019;"Porcentaje de zonas típicas con lineamientos de intervención aprobados";0
"1317";"COQUIMBO";"4102";2019;"Porcentaje de zonas típicas con lineamientos de intervención en desarrollo";0
"1318";"COQUIMBO";"4102";2019;"Promedio de intersecciones relevantes cada 1,44 km²";13,09
"1319";"COQUIMBO";"4102";2019;"Proporción de viajes con una duración mayor o igual a 45 minutos";9,72
"1320";"COQUIMBO";"4102";2019;"Proporción de viajes de estudio y trabajo con una duración mayor o igual a 45 minutos";13,8
"1321";"COQUIMBO";"4102";2019;"Proporción de viajes totales en transporte privado con una duración mayor o igual a 45 minutos";8,45
"1322";"COQUIMBO";"4102";2019;"Proporción de viajes totales en transporte público con una duración mayor o igual a 45 minutos";19,29
"1323";"COQUIMBO";"4102";2020;"Razón entre disponibilidad efectiva de matrículas y demanda potencial por educación básica";1,15
"1324";"COQUIMBO";"4102";2019;"Relación entre el tiempo de viaje en hora punta respecto del tiempo de viaje fuera de hora punta";1,25
"1325";"COQUIMBO";"4102";2018;"Requerimiento de viviendas nuevas urbanas";3357
"1326";"COQUIMBO";"4102";2018;"Superficie de parques públicos por habitante que cumple estándar de distancia (3.000 metros)";1,41
"1327";"COQUIMBO";"4102";2018;"Superficie de plazas públicas por habitante que cumple estándar de distancia (400 metros)";5,08
"1328";"COQUIMBO";"4102";2018;"Superficie de áreas verdes públicas por habitante";4,86
"1329";"COQUIMBO";"4102";2021;"Tasa de conexiones residenciales fijas de internet por cada 1.000 viviendas particulares";664,020663319268
"1330";"COQUIMBO";"4102";2021;"Tasa de conexiones residenciales fijas de internet por cada 100 habitantes";22,7809373937688
"1331";"COQUIMBO";"4102";2022;"Tasa de víctimas de delitos contra la propiedad por casos policiales cada 10.000 habitantes";155,90877366774
"1332";"COQUIMBO";"4102";2022;"Tasa de víctimas de delitos violencia intrafamiliar por casos policiales cada 10.000 habitantes";88,2544971519913
"1333";"COQUIMBO";"4102";2022;"Tasa de víctimas de delitos violentos por casos policiales cada 10.000 habitantes";96,4720715041538
"1334";"COQUIMBO";"4102";2018;"Tiempo de viaje en hora punta mañana";50
"1335";"COQUIMBO";"4102";2018;"Tiempo de viaje en transporte público en hora punta mañana";60
"1336";"COQUIMBO";"4102";2018;"Índice de segregación de la población vulnerable";0,514694034590683
"1337";"CORONEL";"8102";2018;"Cantidad de jornadas diarias completas de trabajo de médicos, en salud primaria, por cada 10.000 habitantes";10,88
"1338";"CORONEL";"8102";2019;"Cantidad de luminarias cada 50 metros lineales de red vial";0
"1339";"CORONEL";"8102";2022;"Cantidad de residuos eliminados con disposición final per cápita";1,16619913852215
"1340";"CORONEL";"8102";2021;"Consumo de energía eléctrica per cápita no residencial";657,920783719591
"1341";"CORONEL";"8102";2021;"Consumo de energía eléctrica per cápita residencial";690,47147850926
"1342";"CORONEL";"8102";2022;"Densidad de hogares en campamentos";26,0013812154696
"1343";"CORONEL";"8102";2018;"Densidad de oferta planificada de transporte público mayor en periodo punta mañana, por persona";0,25
"1344";"CORONEL";"8102";2018;"Diferencia entre el valor de suelo más alto y el más bajo entre las áreas homogéneas urbanas definidas por el Servicio de Impuestos Internos";0
"1345";"CORONEL";"8102";2020;"Distancia a centros de salud primaria";1499,81
"1346";"CORONEL";"8102";2020;"Distancia a establecimientos de educación básica";708,99
"1347";"CORONEL";"8102";2020;"Distancia a establecimientos de educación inicial";455,17
"1348";"CORONEL";"8102";2018;"Distancia a paraderos de transporte público mayor";1444
"1349";"CORONEL";"8102";2019;"Distancia a parques públicos";1611,401155
"1350";"CORONEL";"8102";2019;"Distancia a plazas públicas";267,341827
"1351";"CORONEL";"8102";2018;"Distancia a una unidad o destacamento destinado al servicio operativo de Carabineros";1450
"1352";"CORONEL";"8102";2022;"Indisponibilidad de suministro eléctrico - indicador SAIDI anual";7,36571844
"1353";"CORONEL";"8102";2019;"Monto total per cápita, en pesos, de fondos entregados por el municipio a la comunidad vía proyectos concursables para el mejoramiento urbano";148,293027021394
"1354";"CORONEL";"8102";2021;"Número de víctimas lesionadas en siniestros de tránsito por cada 100.000 habitantes";124,675488641116
"1355";"CORONEL";"8102";2021;"Número de víctimas mortales en siniestros de tránsito por cada 100.000 habitantes";7,89085371146304
"1356";"CORONEL";"8102";2022;"Participación del Fondo Común Municipal (FCM) en el ingreso municipal total (descontadas las transferencias)";47,5404481737335
"1357";"CORONEL";"8102";2019;"Partición modal del transporte público (número de viajes en transporte público respecto al número total de viajes)";34,5
"1358";"CORONEL";"8102";2019;"Partición modal del transporte sustentable (suma de viajes en transporte público, caminata y bicicleta respecto al número total de viajes)";66,6
"1359";"CORONEL";"8102";2020;"Porcentaje de  la superficie cubierta por vegetación total";34,99
"1360";"CORONEL";"8102";2022;"Porcentaje de aporte de energía eléctrica proveniente de paneles solares domiciliarios";0,0115117990722612
"1361";"CORONEL";"8102";2021;"Porcentaje de cobertura de la red de ciclovía sobre la red vial";1,99
"1362";"CORONEL";"8102";2019;"Porcentaje de equipamiento crítico expuesto a inundación por tsunami";22,05
"1363";"CORONEL";"8102";2018;"Porcentaje de inversión pública destinada a proyectos que tienen procesos de intervención de restauración de inmuebles patrimoniales sobre el total de inversión destinada a proyectos con RF";1,1
"1364";"CORONEL";"8102";2019;"Porcentaje de la inversión nacional a escala comunal en la que participa el municipio como institución contratante";71,59
"1365";"CORONEL";"8102";2019;"Porcentaje de la población en situación de pobreza multidimensional";14,55
"1366";"CORONEL";"8102";2019;"Porcentaje de la población en situación de pobreza por ingresos";11,36
"1367";"CORONEL";"8102";2020;"Porcentaje de la superficie cubierta por vegetación densa";3,72
"1368";"CORONEL";"8102";2022;"Porcentaje de la superficie de campamentos respecto del área urbana";0,69591167106429
"1369";"CORONEL";"8102";2018;"Porcentaje de manzanas con veredas con buena calidad de pavimento";43,83
"1370";"CORONEL";"8102";2022;"Porcentaje de participación en las elecciones municipales por comuna";42,4162120031177
